     channel     | id  |       sales        |      returns_      |       profit        
 store channel   |  19 |  55106644.17000006 | 1575469.7000000002 |  -25029740.30999995
 store channel   |  20 |  55071845.70000009 |         1649458.88 |  -24862632.79000007
 store channel   |  22 |  57471999.34999992 | 1623829.9900000012 | -25805753.160000008
 store channel   |  25 |  55902497.78999997 | 1672332.4699999997 | -25255343.270000014
 store channel   |  26 |  54463181.60000001 | 1547752.8700000006 | -24794024.880000003
 store channel   |  28 |  56183231.76999992 |         1561939.13 | -25382624.109999992
 store channel   |  31 |  56321711.49000001 | 1566650.6200000006 | -25501882.380000018
 store channel   |  32 |  56681148.07000007 | 1672602.3300000005 | -25601784.710000012
 store channel   |  34 |  56572024.11999999 | 1534179.8700000008 | -25772533.510000005
 store channel   |  37 | 55359637.209999956 | 1530003.4300000002 | -24885036.979999956
 store channel   |  38 | 56494716.250000104 | 1452706.2199999997 |        -25324549.34
 store channel   |  40 |  54740515.61999999 | 1519396.3000000007 | -24378578.939999968
 store channel   |  43 |  55923714.58999995 |  1535683.879999999 |  -25456100.15999998
 store channel   |  44 | 55150304.550000235 | 1653386.7300000004 | -25396102.960000016
 store channel   |  46 | 55257394.149999976 | 1716136.0099999988 | -24555273.800000023
 store channel   |  49 |  57825340.17000009 | 1438657.9200000002 | -26144165.890000023
 store channel   |  50 |  55587101.71999989 |  1692736.000000001 | -24577346.240000058
 store channel   |  52 | 55143834.920000136 | 1610505.2900000005 |  -25218616.71000001
 store channel   |  55 |  55085991.29999998 | 1654069.9300000006 | -25106355.960000012
 store channel   |  56 | 55306624.900000006 | 1650560.5900000003 | -24726161.439999998
 store channel   |  58 | 54493423.509999976 |         1614620.29 |  -24522394.39000003
 store channel   |  61 | 58233005.210000046 |         1450697.11 |  -25891247.67999999
 store channel   |  62 |   57706629.3300001 |  1639109.539999999 |  -25241091.02000001
 store channel   |  64 |  55860138.98000011 | 1587250.5499999998 | -25077877.060000062
 store channel   |  67 |  58712733.85999997 |         1560676.02 | -26610408.689999998
 store channel   |  68 | 55908852.110000014 |         1579858.31 | -25136890.959999967
 store channel   |  70 |  54944898.84999982 | 1597576.6200000008 | -24677395.490000013
 store channel   |  73 |  56660373.18000005 | 1630938.1900000009 | -24974199.859999977
 store channel   |  74 | 53526395.380000025 | 1522656.0799999987 | -24214418.779999945
 store channel   |  76 |  52681506.60000004 | 1548719.5600000005 |  -23841923.27000001
 store channel   |  79 |  56194081.57999974 | 1528864.3499999996 | -25070080.810000002
 store channel   |  80 |   56562244.5399999 | 1555521.7500000005 |  -24816977.20999997
 store channel   |  82 |  56508319.74999985 |         1501200.44 | -25354944.230000004
 store channel   |  85 |  56661612.76000002 | 1635728.5399999998 | -25324011.449999973
 store channel   |  86 |  58467899.27000013 | 1587757.2199999997 |  -26331524.48000005
 store channel   |  88 |  54693394.18999992 | 1656841.2200000002 | -23719240.840000007
 store channel   |  91 |  56085787.92000015 | 1600130.4100000001 | -25546149.189999927
 store channel   |  92 |  56074476.42999984 |         1652234.38 | -25877242.769999962
 store channel   |  94 |  56722529.16000005 | 1626142.3800000004 | -25324111.039999947
 store channel   |  97 |  56955912.80000008 | 1639854.1399999992 |  -25283018.92000002
 store channel   |  98 | 57501449.279999994 | 1609247.3499999982 | -26129158.609999944
 store channel   | 100 |  58305352.35999997 | 1719494.1399999994 | -26861921.339999992
 store channel   | 103 | 56338914.869999975 |         1571394.46 | -25585692.419999998
 store channel   | 104 |  55968232.00999999 | 1608582.7400000002 |  -25279019.07000002
 store channel   | 106 |  56224067.97000003 | 1738635.9299999995 |  -25478486.51999999
 store channel   | 109 |  55866278.53000009 | 1563052.2399999998 | -25060822.620000035
 store channel   | 110 | 55500154.790000096 |         1639484.55 | -24760955.679999914
 store channel   | 112 |  56657808.71000002 | 1563095.5700000005 | -25513785.319999896
 store channel   | 115 |  55460852.10999994 | 1487631.4299999997 | -24275060.459999986
 store channel   | 116 |  55575468.55000005 |  1566015.469999999 |  -25053572.56000002
 store channel   | 118 |  56777270.48000002 | 1609106.7400000005 | -25312352.899999954
 store channel   | 121 | 55011068.510000065 | 1573917.8100000005 |  -24815657.84000002
 store channel   | 122 |  55510456.36000003 | 1736395.8299999991 | -25222908.469999947
 store channel   | 124 |  56036061.31000007 | 1632611.1200000006 | -25160530.940000016
 store channel   | 127 |  56492669.59999991 |         1596152.17 | -25172943.529999994
 store channel   | 128 |  57273501.93000005 |  1575148.649999999 | -24915788.149999935
 store channel   | 130 |  55844155.19999996 |         1605906.98 |  -25337951.54999997
 store channel   | 133 |  55908132.15000003 | 1643502.5099999998 | -25358726.909999996
 store channel   | 134 | 57117478.239999995 |         1485168.03 | -26393580.939999998
 store channel   | 136 | 56193518.150000215 | 1594977.4100000006 | -24986334.519999996
 store channel   | 139 |  56018062.22000007 | 1652227.8200000008 |  -25570041.74000001
 store channel   | 140 |  54884472.91000021 | 1671386.0100000002 |  -25274914.23999997
 store channel   | 142 |   57854801.7200001 | 1673152.1300000008 |  -25961044.44999999
 store channel   | 145 |  55247560.23999995 |         1581013.99 | -25351250.830000043
 store channel   | 146 | 56774011.149999864 | 1707199.1699999997 |  -25005866.46999997
 store channel   | 148 | 55828971.199999936 |  1559605.719999999 | -25753809.789999988
 store channel   | 151 |  56270367.41999991 | 1607172.2699999998 | -24815161.660000015
 store channel   | 152 |  58533859.17000006 | 1682649.4899999993 | -26951328.000000015
 store channel   | 154 |  57570174.22999993 | 1550422.9400000009 | -25969055.779999897
 store channel   | 157 |  56288466.56999998 | 1668649.8999999992 |  -25367743.35999997
 store channel   | 158 |  55057535.90000005 | 1647130.4800000007 |        -24547057.01
 store channel   | 160 | 57079951.969999984 | 1699904.1300000013 |  -26465146.17000002
(100 rows)

