 wsk1 |  isk1  | dmoy1 |        mean1         |          cov1          | w_warehouse_sk | i_item_sk | d_moy |         mean         |          cov           
    1 |  54603 |     1 | 266.0000000000000000 |     1.1744375342958008 |              1 |     54603 |     2 | 269.6666666666666667 |     1.0768733803302831
    1 |  55757 |     1 | 376.7500000000000000 |     1.1357659271145030 |              1 |     55757 |     2 | 292.7500000000000000 |     1.0122372086022511
    1 |  56291 |     1 | 257.0000000000000000 |     1.1320438655368327 |              1 |     56291 |     2 | 340.2500000000000000 |     1.1091590745045525
    1 |  56613 |     1 | 518.0000000000000000 |     1.2039926274257432 |              1 |     56613 |     2 | 304.0000000000000000 |     1.3949075119014178
    1 |  56989 |     1 | 304.7500000000000000 |     1.0563332630382707 |              1 |     56989 |     2 | 318.0000000000000000 |     1.1489712858710755
    1 |  57015 |     1 | 378.5000000000000000 |     1.0206075820315614 |              1 |     57015 |     2 | 302.0000000000000000 |     1.0166299920792185
    1 |  57037 |     1 | 400.3333333333333333 |     1.1415359555601857 |              1 |     57037 |     2 | 374.2500000000000000 |     1.0087123470348297
    1 |  57401 |     1 | 139.5000000000000000 |     1.3523077888312616 |              1 |     57401 |     2 | 275.2500000000000000 |     1.0322513069247157
    1 |  57667 |     1 | 270.0000000000000000 |     1.3158159985774926 |              1 |     57667 |     2 | 380.5000000000000000 |     1.0933288263534796
    1 |  59121 |     1 | 433.3333333333333333 |     1.0623943038273185 |              1 |     59121 |     2 | 406.5000000000000000 |     1.0277653829196704
    1 |  60033 |     1 | 302.5000000000000000 |     1.0232655455252826 |              1 |     60033 |     2 | 402.7500000000000000 | 1.00008842445837864680
    1 |  60055 |     1 | 280.7500000000000000 |     1.4608036058437970 |              1 |     60055 |     2 | 187.3333333333333333 |     1.0663114810019306
    1 |  60171 |     1 | 303.2500000000000000 |     1.3471514035459984 |              1 |     60171 |     2 | 414.5000000000000000 |     1.0567948720007165
    1 |  61771 |     1 | 345.7500000000000000 |     1.2085908745287520 |              1 |     61771 |     2 | 272.0000000000000000 |     1.2558901019185110
    1 |  62465 |     1 | 292.0000000000000000 |     1.0580362922161336 |              1 |     62465 |     2 | 226.5000000000000000 |     1.0400233005613731
    1 |  62617 |     1 | 399.2500000000000000 |     1.0996127883582167 |              1 |     62617 |     2 | 334.0000000000000000 |     1.1985201092967246
    1 |  62797 |     1 | 243.5000000000000000 |     1.5038073815552690 |              1 |     62797 |     2 | 390.6666666666666667 |     1.0437044080146246
    1 |  62891 |     1 | 318.7500000000000000 |     1.0576361291696565 |              1 |     62891 |     2 | 291.0000000000000000 |     1.2193745402117491
    1 |  63029 |     1 | 139.2500000000000000 |     1.5644902363343124 |              1 |     63029 |     2 | 396.5000000000000000 |     1.0532234075333493
    1 |  63233 |     1 | 322.0000000000000000 |     1.2825372575716957 |              1 |     63233 |     2 | 340.0000000000000000 |     1.1798309851002118
    1 |  63439 |     1 | 337.0000000000000000 |     1.0275677762917003 |              1 |     63439 |     2 | 297.2500000000000000 |     1.1981595962806291
    1 |  63927 |     1 | 277.0000000000000000 |     1.4507425830064910 |              1 |     63927 |     2 | 365.6666666666666667 |     1.0074147024023355
    1 |  64485 |     1 | 246.3333333333333333 |     1.3794812031300284 |              1 |     64485 |     2 | 354.7500000000000000 |     1.0376396911100296
    1 |  65737 |     1 | 403.7500000000000000 |     1.0954190982576074 |              1 |     65737 |     2 | 439.2500000000000000 |     1.1205743150719021
    1 |  65855 |     1 | 257.0000000000000000 |     1.0797367402205525 |              1 |     65855 |     2 | 298.2500000000000000 |     1.1795744105232724
    1 |  65883 |     1 | 460.3333333333333333 |     1.0630360550081709 |              1 |     65883 |     2 | 113.3333333333333333 |     1.2815803123042324
    1 |  66175 |     1 | 376.6666666666666667 |     1.1671224435935283 |              1 |     66175 |     2 | 342.2500000000000000 |     1.0665302457919211
    1 |  67061 |     1 | 112.7500000000000000 |     1.3305025809112905 |              1 |     67061 |     2 | 351.3333333333333333 |     1.1116990238372789
    1 |  67225 |     1 | 393.0000000000000000 |     1.1334233271056997 |              1 |     67225 |     2 | 209.0000000000000000 |     1.2064818871368852
    1 |  67395 |     1 | 382.2500000000000000 |     1.0097049954603322 |              1 |     67395 |     2 | 418.6666666666666667 |     1.0025485168014124
    1 |  67937 |     1 | 118.5000000000000000 |     1.2413671343865570 |              1 |     67937 |     2 | 223.2500000000000000 |     1.3911396133056484
    1 |  68237 |     1 | 271.7500000000000000 |     1.2428186454214241 |              1 |     68237 |     2 | 401.0000000000000000 |     1.0051886211817207
    1 |  70049 |     1 | 274.0000000000000000 |     1.1857925774764599 |              1 |     70049 |     2 | 239.0000000000000000 |     1.7507514803202720
    1 |  70081 |     1 | 310.2500000000000000 |     1.0154632818490604 |              1 |     70081 |     2 | 303.5000000000000000 |     1.0248388231159835
    1 |  70403 |     1 | 358.2500000000000000 |     1.1114197028686643 |              1 |     70403 |     2 | 355.0000000000000000 |     1.1101570106264592
    1 |  70601 |     1 | 411.5000000000000000 |     1.0369744136669793 |              1 |     70601 |     2 | 370.0000000000000000 |     1.0587582713657027
    1 |  71013 |     1 | 300.0000000000000000 |     1.0064127715140867 |              1 |     71013 |     2 | 398.0000000000000000 |     1.0151520776368693
    1 |  71185 |     1 | 223.5000000000000000 |     1.3635929426908367 |              1 |     71185 |     2 | 179.3333333333333333 |     1.3813848281120855
    1 |  71493 |     1 | 224.3333333333333333 |     1.0323419728191218 |              1 |     71493 |     2 | 351.2500000000000000 |     1.2721325720890619
    1 |  71719 |     1 | 119.0000000000000000 |     1.1600494629501092 |              1 |     71719 |     2 | 418.3333333333333333 |     1.2076737544585386
    1 |  71855 |     1 | 299.0000000000000000 |     1.3645280016822977 |              1 |     71855 |     2 | 208.5000000000000000 |     1.1045658305775348
    1 |  72129 |     1 | 393.3333333333333333 |     1.3039035486700754 |              1 |     72129 |     2 | 174.3333333333333333 |     1.1023736371242505
    1 |  72987 |     1 | 206.5000000000000000 |     1.0783457283525666 |              1 |     72987 |     2 | 292.0000000000000000 |     1.2005561824867603
    1 |  73195 |     1 | 246.7500000000000000 |     1.3283964036185167 |              1 |     73195 |     2 | 106.3333333333333333 |     1.3194438920377053
    1 |  74081 |     1 | 224.5000000000000000 |     1.3386208552529310 |              1 |     74081 |     2 | 338.5000000000000000 |     1.0591147529595480
    1 |  74207 |     1 | 361.7500000000000000 |     1.0889871214839254 |              1 |     74207 |     2 | 415.5000000000000000 |     1.0785242892001155
    1 |  75553 |     1 | 375.0000000000000000 |     1.0458332138114133 |              1 |     75553 |     2 | 432.7500000000000000 |     1.1317453095681225
    1 |  75589 |     1 | 268.2500000000000000 |     1.7002320748518621 |              1 |     75589 |     2 | 318.7500000000000000 |     1.0454683276375686
    1 |  76007 |     1 | 185.0000000000000000 |     1.1052611196831405 |              1 |     76007 |     2 | 286.2500000000000000 |     1.0988972851405555
    1 |  76031 |     1 | 307.0000000000000000 |     1.1560749618935081 |              1 |     76031 |     2 | 349.0000000000000000 |     1.1249207278037650
    1 |  76671 |     1 | 313.2500000000000000 |     1.0332739356924565 |              1 |     76671 |     2 | 249.2500000000000000 |     1.2335880217709408
    1 |  77077 |     1 | 337.5000000000000000 |     1.0732267411223407 |              1 |     77077 |     2 | 203.5000000000000000 |     1.2511234077923735
    1 |  77733 |     1 | 393.3333333333333333 |     1.0142899554665873 |              1 |     77733 |     2 | 217.5000000000000000 |     1.2711652875137287
    1 |  77807 |     1 | 449.0000000000000000 |     1.0880638843621693 |              1 |     77807 |     2 | 395.5000000000000000 |     1.3283952931014033
    1 |  77845 |     1 | 289.5000000000000000 |     1.3792623994155924 |              1 |     77845 |     2 | 338.0000000000000000 |     1.0543840760888166
    1 |  77975 |     1 | 185.7500000000000000 |     1.1192269636539435 |              1 |     77975 |     2 | 401.0000000000000000 |     1.0071201298266334
    1 |  78039 |     1 | 201.7500000000000000 |     1.4307090154989591 |              1 |     78039 |     2 | 205.2500000000000000 |     1.0836934385554884
    1 |  78845 |     1 | 165.0000000000000000 |     1.1229797695870303 |              1 |     78845 |     2 | 338.2500000000000000 |     1.1038698073638522
    1 |  79083 |     1 | 299.0000000000000000 |     1.1927989437678462 |              1 |     79083 |     2 | 178.5000000000000000 |     1.3352660395519608
    1 |  79099 |     1 | 255.0000000000000000 |     1.3707439110444784 |              1 |     79099 |     2 | 308.7500000000000000 |     1.0164069006829409
    1 |  79411 |     1 | 298.0000000000000000 |     1.1260026986574698 |              1 |     79411 |     2 | 311.6666666666666667 |     1.2813445746166781
    1 |  79905 |     1 | 341.7500000000000000 |     1.3130172725505399 |              1 |     79905 |     2 | 326.6666666666666667 |     1.0744171148160980
    1 |  80073 |     1 | 178.7500000000000000 |     1.1698273090381594 |              1 |     80073 |     2 | 318.7500000000000000 |     1.0826435150355200
    1 |  80597 |     1 | 389.3333333333333333 |     1.0122937350278964 |              1 |     80597 |     2 | 393.2500000000000000 |     1.0573261753795321
    1 |  80855 |     1 | 312.5000000000000000 |     1.2249341968720864 |              1 |     80855 |     2 | 214.2500000000000000 |     1.0183331195367888
    1 |  80867 |     1 | 395.0000000000000000 |     1.0167722339756304 |              1 |     80867 |     2 | 336.5000000000000000 |     1.3154575948386657
    1 |  81375 |     1 | 370.6666666666666667 |     1.1015071151821268 |              1 |     81375 |     2 | 316.5000000000000000 |     1.4303749435275577
    1 |  82469 |     1 | 378.7500000000000000 |     1.0884771978660040 |              1 |     82469 |     2 | 198.5000000000000000 |     1.0067208960093955
    1 |  82947 |     1 | 388.2500000000000000 |     1.0469593288326465 |              1 |     82947 |     2 | 360.2500000000000000 |     1.1459350611547398
    1 |  83039 |     1 | 430.5000000000000000 |     1.0891997374100650 |              1 |     83039 |     2 | 383.0000000000000000 |     1.0693215658697807
    1 |  83055 |     1 | 437.2500000000000000 |     1.0885521996562767 |              1 |     83055 |     2 | 383.0000000000000000 |     1.1021143090064151
    1 |  84185 |     1 | 284.5000000000000000 |     1.2140419789953111 |              1 |     84185 |     2 | 259.3333333333333333 |     1.2197550655853059
    1 |  84291 |     1 | 257.0000000000000000 |     1.0540702102015953 |              1 |     84291 |     2 | 256.0000000000000000 |     1.0402806534251328
    1 |  84363 |     1 | 341.2500000000000000 |     1.1522419221768879 |              1 |     84363 |     2 | 442.3333333333333333 |     1.0037331032619314
    1 |  84407 |     1 | 310.7500000000000000 |     1.1460232761384264 |              1 |     84407 |     2 | 211.6666666666666667 |     1.2338972100643748
    1 |  84451 |     1 | 388.7500000000000000 |     1.0337196012744437 |              1 |     84451 |     2 | 212.0000000000000000 |     1.1522668697503396
    1 |  84771 |     1 | 313.5000000000000000 |     1.0830602675767305 |              1 |     84771 |     2 | 207.2500000000000000 |     1.0440599024865332
    1 |  85343 |     1 | 315.5000000000000000 |     1.2591741045459144 |              1 |     85343 |     2 | 296.7500000000000000 |     1.0056074208223521
    1 |  85521 |     1 | 239.7500000000000000 |     1.0431552925242377 |              1 |     85521 |     2 | 119.5000000000000000 |     1.0948493812247699
    1 |  85553 |     1 | 308.2500000000000000 |     1.4915695192363471 |              1 |     85553 |     2 | 436.3333333333333333 |     1.0365042516077487
