     channel     |              id              |       sales        |      returns_      |       profit        
 catalog channel | catalog_pageAAAAAAAAAGLBAAAA | 10279534.400000013 |  81080.72999999995 |  -1086626.969999999
 catalog channel | catalog_pageAAAAAAAAAGMBAAAA |  5207863.130000004 | 29747.980000000003 |  -484925.5600000005
 catalog channel | catalog_pageAAAAAAAAAGNBAAAA |                  0 |           18715.37 | -12663.269999999999
 catalog channel | catalog_pageAAAAAAAAAGOAAAAA |                  0 | 19899.179999999997 | -11303.109999999999
 catalog channel | catalog_pageAAAAAAAAAGOBAAAA |                  0 |            9935.03 |            -7188.26
 catalog channel | catalog_pageAAAAAAAAAGPBAAAA |                  0 |           10987.73 |            -4946.35
 catalog channel | catalog_pageAAAAAAAAAHABAAAA |                  0 |             460.04 |             -439.65
 catalog channel | catalog_pageAAAAAAAAAHACAAAA |  418484.5500000001 |                  0 |  266.60000000000525
 catalog channel | catalog_pageAAAAAAAAAHFBAAAA |                  0 |           12785.57 |            -9046.97
 catalog channel | catalog_pageAAAAAAAAAHLBAAAA | 10167592.260000002 | 121884.63999999997 | -1001148.0200000012
 catalog channel | catalog_pageAAAAAAAAAHMBAAAA |  5291261.669999997 |           34784.72 |  -569629.4600000002
 catalog channel | catalog_pageAAAAAAAAAHNBAAAA |                  0 |           25191.44 |            -8717.68
 catalog channel | catalog_pageAAAAAAAAAHOAAAAA |                  0 |           19353.27 | -15615.440000000002
 catalog channel | catalog_pageAAAAAAAAAHOBAAAA |                  0 | 12803.809999999998 |  -6220.920000000001
 catalog channel | catalog_pageAAAAAAAAAHPAAAAA |                  0 |            4124.04 |            -3930.77
 catalog channel | catalog_pageAAAAAAAAAHPBAAAA |                  0 |            7932.32 |             -5129.9
 catalog channel | catalog_pageAAAAAAAAAIACAAAA |          420555.11 |                  0 |  -45080.02999999999
 catalog channel | catalog_pageAAAAAAAAAIFBAAAA |                  0 |            3746.01 | -1948.8899999999999
 catalog channel | catalog_pageAAAAAAAAAIKBAAAA |                  0 |  273444.1400000001 | -153475.86999999994
 catalog channel | catalog_pageAAAAAAAAAILBAAAA | 10859711.580000004 |  95499.30000000002 | -1033031.7300000004
 catalog channel | catalog_pageAAAAAAAAAIMBAAAA |  5163386.530000008 | 33534.729999999996 |  -622955.5899999999
 catalog channel | catalog_pageAAAAAAAAAINBAAAA |                  0 |           16856.96 |           -15808.46
 catalog channel | catalog_pageAAAAAAAAAIOAAAAA |                  0 |            8072.69 |  -7300.080000000001
 catalog channel | catalog_pageAAAAAAAAAIOBAAAA |                  0 | 14804.159999999998 | -15676.009999999998
 catalog channel | catalog_pageAAAAAAAAAIPAAAAA |                  0 |            6559.28 |            -5682.09
 catalog channel | catalog_pageAAAAAAAAAIPBAAAA |                  0 |           13704.31 |            -5146.09
 catalog channel | catalog_pageAAAAAAAAAJACAAAA | 421426.26000000024 |                  0 |  16555.600000000006
 catalog channel | catalog_pageAAAAAAAAAJFBAAAA |                  0 |            3766.94 |            -3360.19
 catalog channel | catalog_pageAAAAAAAAAJKBAAAA |                  0 |           274066.5 |  -148277.7999999999
 catalog channel | catalog_pageAAAAAAAAAJLBAAAA | 10273132.169999985 |  94457.97000000002 | -1390442.0600000012
 catalog channel | catalog_pageAAAAAAAAAJMBAAAA |  5307941.099999994 |  42401.01000000001 |  -438378.1999999994
 catalog channel | catalog_pageAAAAAAAAAJNBAAAA |                  0 | 30920.719999999998 | -13823.859999999999
 catalog channel | catalog_pageAAAAAAAAAJOAAAAA |                  0 | 12922.800000000001 | -13284.480000000001
 catalog channel | catalog_pageAAAAAAAAAJOBAAAA |                  0 | 30870.240000000005 |           -13604.86
 catalog channel | catalog_pageAAAAAAAAAJPAAAAA |                  0 | 11230.909999999996 |           -11559.95
 catalog channel | catalog_pageAAAAAAAAAJPBAAAA |                  0 | 7295.5599999999995 |            -5615.57
 catalog channel | catalog_pageAAAAAAAAAKABAAAA |                  0 |               1593 |             -268.99
 catalog channel | catalog_pageAAAAAAAAAKACAAAA | 346356.12000000005 |                  0 |  -27805.51999999999
 catalog channel | catalog_pageAAAAAAAAAKFBAAAA |                  0 |             596.26 |            -1822.45
 catalog channel | catalog_pageAAAAAAAAAKKBAAAA |                  0 |  340646.5899999999 | -190780.37000000005
 catalog channel | catalog_pageAAAAAAAAAKLBAAAA | 10430929.460000033 |  91694.53999999996 |  -776991.1599999999
 catalog channel | catalog_pageAAAAAAAAAKMBAAAA |  5373781.319999988 | 40962.399999999994 |  -335171.5900000003
 catalog channel | catalog_pageAAAAAAAAAKNBAAAA |                  0 |           16178.83 |           -12529.44
 catalog channel | catalog_pageAAAAAAAAAKOAAAAA |                  0 | 17000.699999999997 |           -10551.48
 catalog channel | catalog_pageAAAAAAAAAKOBAAAA |                  0 |           14408.56 |  -6234.150000000001
 catalog channel | catalog_pageAAAAAAAAAKPAAAAA |                  0 |  4122.299999999999 |  -5617.469999999999
(100 rows)

