     channel     | id  |       sales        |      returns_      |       profit        
 store channel   | 121 |  55011068.51000014 |  1573917.810000001 | -24815657.840000007
 store channel   | 122 |  55510456.36000002 | 1736395.8299999998 | -25222908.469999984
 store channel   | 124 |  56036061.31000001 |  1632611.120000001 | -25160530.940000013
 store channel   | 127 | 56492669.599999934 | 1596152.1699999992 | -25172943.529999968
 store channel   | 128 |  57273501.93000009 | 1575148.6499999987 | -24915788.150000013
 store channel   | 130 |  55844155.20000001 | 1605906.9800000004 | -25337951.550000034
 store channel   | 133 |  55908132.14999983 | 1643502.5100000002 |  -25358726.91000004
 store channel   | 134 |  57117478.23999982 | 1485168.0300000012 |  -26393580.93999999
 store channel   | 136 | 56193518.150000095 | 1594977.4100000006 |  -24986334.51999997
 store channel   | 139 |        56018062.22 |         1652227.82 | -25570041.739999972
 store channel   | 140 | 54884472.910000026 |  1671386.010000001 | -25274914.239999995
 store channel   | 142 |  57854801.71999991 | 1673152.1300000004 | -25961044.450000048
 store channel   | 145 | 55247560.240000024 | 1581013.9900000002 |  -25351250.83000002
 store channel   | 146 |  56774011.14999999 | 1707199.1699999997 |  -25005866.47000001
 store channel   | 148 |         55828971.2 |         1559605.72 | -25753809.790000003
 store channel   | 151 |  56270367.41999986 |         1607172.27 | -24815161.660000004
 store channel   | 152 |  58533859.17000003 |         1682649.49 | -26951328.000000007
 store channel   | 154 | 57570174.229999974 | 1550422.9400000009 |  -25969055.77999995
 store channel   | 157 |  56288466.56999996 |          1668649.9 |  -25367743.35999999
 store channel   | 158 | 55057535.900000066 | 1647130.4799999997 |  -24547057.01000001
 store channel   | 160 | 57079951.970000006 | 1699904.1300000006 |  -26465146.17000004
(100 rows)

