         ca_county          | d_year | web_q1_q2_increase | store_q1_q2_increase | web_q2_q3_increase | store_q2_q3_increase 
 Bronx County               |   2000 | 1.1087191454371697 |   1.0185343547123684 |  1.958490491154251 |   1.6771892947873324
 Brooke County              |   2000 | 1.2702212136630378 |   0.8847102973202331 | 1.9302643847171694 |   1.6672543268030824
 Bulloch County             |   2000 | 0.8277016153320811 |   0.8160667169566426 |  1.947271679666479 |   1.7322696451864161
 Burleigh County            |   2000 | 1.2510972981608817 |   0.9971214887017588 | 1.9554924666878557 |     1.78521125116509
 Burleson County            |   2000 | 0.9927949310215985 |   0.8584109476518781 |  2.213615219954176 |    1.912465789706013
 Butler County              |   2000 | 0.9694212433495104 |   0.9629910313562947 |  2.039578364502718 |   1.8041490264110966
 Cache County               |   2000 | 1.0684102070080443 |   1.0060581097818497 | 1.9425077432849536 |   1.9370754873484866
 Caldwell Parish            |   2000 | 1.1648469057891921 |   0.9972279077279489 | 1.7972449051783126 |   1.6287979467976348
 Cameron Parish             |   2000 | 1.0529903246555232 |   1.0299443792194392 |  1.843841375817678 |    1.767257949120842
 Camp County                |   2000 | 1.0649705181591558 |   1.0621931554926685 | 2.1201584026862172 |   1.5995312172040657
 Campbell County            |   2000 |  1.006930831597016 |   0.9474821899716757 |  2.056667947261465 |   1.8005965747225807
 Candler County             |   2000 | 1.1203954165615806 |   1.0508482004030464 |  1.972438798254028 |   1.7310246525862067
 Cape Girardeau County      |   2000 |  0.946811223440852 |   0.9425427113010509 | 1.9412273919360257 |    1.886169245168093
 Cascade County             |   2000 | 1.2663002299120159 |   0.9879184679674646 | 1.8189827728795993 |   1.7953616507015273
 Casey County               |   2000 | 0.9543581480385026 |   0.9436757502688511 |   2.11316643727951 |     1.84993226840236
 Cavalier County            |   2000 | 0.9365525836683325 |   0.9252286219559825 |  2.011268586922817 |   1.7808648718786984
 Cedar County               |   2000 | 1.0373592862735659 |   0.9846998421792832 | 1.7658087751656575 |   1.7368127451976898
 Chambers County            |   2000 | 1.1440315296480352 |   0.9847091693656065 | 1.8258823373384434 |   1.7390791229626843
 Charlottesville city       |   2000 | 0.9586647966558943 |   0.8939638151315958 |  2.109156489106806 |    1.610413917555873
 Chatham County             |   2000 | 1.2377716180416247 |   1.0280837828261244 | 1.7976136204371183 |    1.721382066612928
 Chesapeake city            |   2000 | 0.8031789432233591 |   0.7904484606053535 | 1.9115619410210816 |   1.8839613945692777
 Chesterfield County        |   2000 | 1.0879618716563169 |   0.9295382182236257 | 1.6933475737472463 |   1.5272968034160999
 Chilton County             |   2000 |  0.994203647512212 |    0.928274543630686 |  2.159056811793723 |   1.9908857049435729
 Chippewa County            |   2000 |  0.999455075895884 |   0.9701685087383639 | 1.7876447292650228 |   1.7438122534054756
 Chittenden County          |   2000 | 1.0289895502537236 |   0.9819093087544644 | 2.1492488939446015 |     1.49171013622177
 Clarke County              |   2000 |  0.987514761261664 |   0.9128371936596645 | 1.9708103865408493 |   1.7945545266536094
 Clayton County             |   2000 | 1.0566450434406502 |   0.8970413839933697 | 1.9715928408906598 |   1.9189243644594107
 Clermont County            |   2000 |  0.979940517331999 |   0.9709161619942981 | 1.9361487531037738 |   1.9049617642428238
 Clinch County              |   2000 | 1.2084138639777506 |   0.8432748546159915 | 1.7961123674672286 |   1.7522057951384202
 Cochran County             |   2000 | 1.2089120337679569 |   0.9563090115731773 | 1.9650299509815015 |   1.9141386601455086
 Colonial Heights city      |   2000 | 1.1029834856152092 |     1.08299650882429 | 1.6787187999095448 |   1.6469289795344606
 Columbiana County          |   2000 |  0.993269859916765 |   0.9456865968466169 | 1.9693921648348554 |   1.9650674288762846
 Conecuh County             |   2000 | 0.9967257551081089 |   0.9617167600168564 |  2.016723345932941 |   1.5889914175588307
 Contra Costa County        |   2000 | 0.9031911655748934 |   0.8764456239740223 | 1.9428412179473165 |   1.7209148341813347
 Converse County            |   2000 | 1.2646318151048288 |   0.9793756452607308 |  2.202535124043343 |   1.7105396779376911
 Coosa County               |   2000 |   1.14804695438102 |   1.0095215978178378 | 2.0422463579204986 |    1.618500512264331
 Crawford County            |   2000 | 0.9526163164488572 |   0.8967314710283836 | 1.9376029524008587 |    1.808137685300471
 Cuming County              |   2000 | 1.0721523690109984 |   0.7334677973552711 |  2.742174236441983 |   1.9257673564754099
 Currituck County           |   2000 | 1.1550745359607413 |    1.009606849079747 | 1.9464694289151272 |   1.7145835302065626
 Curry County               |   2000 |  0.850048383691487 |   0.7899725249500376 |  2.299317240215086 |   1.9732462577202254
 Dane County                |   2000 |  1.051740016231137 |   0.9017494204905181 | 1.6696611427869599 |    1.649893177055692
 Daniels County             |   2000 | 1.0924194834318586 |   1.0522200382932114 | 1.9952034814062596 |    1.811749829067804
 Davison County             |   2000 | 0.9094975301777265 |   0.8608628281121319 | 1.8392601949039797 |   1.7031832000849783
 DeSoto County              |   2000 | 0.9839917810581819 |   0.9486506893169894 |  1.783180091770486 |   1.7294633670474304
 Decatur County             |   2000 | 1.0343337440384317 |   0.9416116540057748 | 1.8708341324553175 |   1.8163719056697034
 Delaware County            |   2000 | 1.0468697149190065 |   0.8656899244300753 | 1.9035591603073045 |    1.887854368684157
 Denver County              |   2000 | 0.8647913731904335 |   0.8592908854387862 |  1.947457048534795 |   1.8672060211605117
 Desha County               |   2000 | 1.1421886224022813 |   1.0406918877365854 | 1.7649234793210102 |    1.710797805183982
 Doddridge County           |   2000 | 1.0211488648509213 |   0.9523670714178548 | 1.7374041189438263 |   1.6494459629668883
 Dolores County             |   2000 | 0.9669180707346751 |   0.8774424107388534 | 2.2058803750515024 |    1.852486387837818
 Door County                |   2000 | 1.1585239119236246 |   1.1225632812340924 | 1.7591217404796204 |   1.4945823637771471
 Drew County                |   2000 | 1.2098897553360308 |   1.1756977877161299 | 1.7786326545663365 |   1.7351120434304155
 Dubois County              |   2000 | 0.9421775559521712 |   0.9047718487739985 |  2.153800784927948 |   1.9519049509399768
 Dyer County                |   2000 | 1.0510539881377468 |   0.8984814946837554 |  2.246901149440361 |   1.8565760731359124
 Edwards County             |   2000 | 1.0557724104573067 |   1.0297866402727986 | 1.8370765407432978 |   1.7650973592139594
 Ellsworth County           |   2000 |  1.165745322806472 |    0.945458180543561 | 1.9671660737835635 |   1.7317921749607343
 Fairfax city               |   2000 | 0.8447876907430797 |   0.7760154032688846 |  2.138915509887578 |   2.0128928977914207
 Fayette County             |   2000 | 0.9961687452356448 |   0.9183937559543096 | 1.8715056672151262 |   1.8469460566584825
 Fergus County              |   2000 | 1.2058903069682856 |    1.034887704201224 | 1.7430155848494595 |   1.6492755507433436
 Finney County              |   2000 | 0.9642699995160066 |   0.8426055999779656 |  2.137049681375433 |   1.8986822324514807
 Fluvanna County            |   2000 | 1.0259678082194508 |   0.8998751545259227 |  2.052961379713873 |   1.9402324603419177
 Frederick County           |   2000 | 1.2059517006800757 |   1.0100937751693957 | 1.8939366522923007 |   1.7080104382780588
 Furnas County              |   2000 | 1.2856748378557028 |   0.9366079608397058 | 1.8496472678032225 |    1.794286708572199
 Gadsden County             |   2000 | 0.9538226668916419 |   0.9437561911788216 |  1.980488768903934 |    1.845400376085656
 Garland County             |   2000 |  1.026916590449531 |   0.8742336116552343 | 2.1106372956467636 |   1.9077456859669053
 Gogebic County             |   2000 | 1.0709275472741584 |   0.8691891953855787 | 1.7844401202114943 |   1.7287301294052897
 Golden Valley County       |   2000 | 0.9710214959641424 |    0.853868475532165 | 2.1405610533942667 |    2.039243412883184
 Goochland County           |   2000 | 0.8892617988371478 |   0.6804784805041516 |  2.468161470561704 |    2.114848658163462
 Gosper County              |   2000 | 1.1417467662023137 |    1.101917185040018 |  2.083189049406585 |   1.9073870547315206
 Greenbrier County          |   2000 |  1.050897219540439 |   1.0219319812057388 |   2.08232047333523 |   1.7899372642574565
 Greer County               |   2000 | 1.0473848056904218 |   0.9650886762887594 | 2.0086439528111986 |   1.7369229519433693
 Gregg County               |   2000 | 0.9622108473916842 |   0.9376258914733382 | 2.1032498252594034 |   2.0442391927287358
 Gregory County             |   2000 |  1.347321723547771 |   1.0479898787437179 | 1.9586384420344893 |   1.8612876521496398
 Guadalupe County           |   2000 | 1.1112425396818097 |    1.039162556271745 | 1.8009953647891666 |   1.7711992924832827
 Gulf County                |   2000 | 1.0929291802977648 |   0.9077372954325595 | 1.7681491556870197 |    1.724052910377652
 Haakon County              |   2000 | 1.1520943719422303 |   0.9934412636847546 | 1.9982431285359528 |   1.7081450773656432
 Hamblen County             |   2000 | 0.9814368793748809 |   0.9576432171998953 | 1.9923390526063944 |   1.7821680937399813
 Hansford County            |   2000 | 1.1052254655570295 |   0.8071538898700221 | 2.1834887633951916 |    2.070997509372212
 Hardee County              |   2000 | 0.9991467351938281 |   0.8845562360781534 |  2.283108813861913 |   1.8702858597686156
 Hardeman County            |   2000 |  1.082521269025419 |    0.923879736409303 | 1.9468814588232788 |   1.9062952648369165
 Harris County              |   2000 | 1.0682466938200208 |   0.9073324097816639 |  1.897945097854929 |    1.775771072229748
 Harvey County              |   2000 |  1.350871236418653 |    0.972396982959254 | 2.3289531049869496 |   1.7465653883024896
 Heard County               |   2000 | 0.9513514873627944 |   0.9154474068143754 |  2.132712931659838 |     1.80812813707086
 Hertford County            |   2000 | 0.9756496115973754 |   0.8855346353997148 | 1.7633844779321333 |   1.6613579218359134
 Hickman County             |   2000 | 1.0432141987578927 |   1.0120048736991254 |   2.11062026585942 |    1.902407603050008
 Highland County            |   2000 | 1.0765290023566192 |   1.0434574275540152 | 2.1396144030619535 |   1.5735615802420249
 Highlands County           |   2000 | 1.3443070468894474 |   0.9106248593641414 | 1.8779611091955422 |   1.7176213130094131
 Holmes County              |   2000 | 0.9502832730946017 |   0.9249120758322892 | 1.9383755473798527 |   1.7773788356476024
 Honolulu County            |   2000 | 1.4404046108324278 |   0.8805927289483327 | 2.0538905899006883 |   1.7515870859698266
 Hood River County          |   2000 | 1.0028969457667118 |   0.9082824344218743 | 1.9324282285245882 |    1.756846242279403
 Huerfano County            |   2000 | 1.0633949060228092 |   0.9022061984837079 | 1.7854890071498215 |   1.6507753525288071
 Hughes County              |   2000 | 0.9421280477196086 |   0.8242132988321326 |  2.435899959785232 |   1.9027370800445373
 Hunt County                |   2000 | 1.0423923400116377 |   0.8709606071580862 | 1.8906504399123385 |   1.8757155060897053
 Independence County        |   2000 | 0.7741331228239979 |   0.7669105624575245 |  2.775983207468165 |   1.9360405531383984
 Iowa County                |   2000 |  0.857403500072649 |   0.8150505642664743 |  2.172015166339436 |    2.019538704889013
 Isle of Wight County       |   2000 |  1.016233628598919 |   0.8135063689522831 |    2.0727916700479 |    2.048070472545805
 Jackson Parish             |   2000 | 0.9275719736556988 |   0.8333801076570472 |  2.722295370867493 |    2.199165663667359
 Jerome County              |   2000 | 0.8892459735891658 |    0.876725283495392 | 2.0845973461550718 |    2.005882592032826
 Johnston County            |   2000 | 1.1621930431895973 |   1.0017800081380424 | 2.1572933174231426 |   1.7180443733660027
 Judith Basin County        |   2000 |  1.115568699621505 |   0.8665078490584464 | 2.1915700379744893 |     1.78466210188607
 Juneau County              |   2000 | 1.2659737376225737 |   0.7950429400307519 | 1.9945529760662473 |   1.9591340279274325
 Kendall County             |   2000 | 1.0841052147676982 |   0.9360501656250835 |  1.875587662985311 |   1.8658486227617919
 Kings County               |   2000 | 1.0338755165054963 |   1.0052051731461593 |  2.010933072400456 |   1.7189099921583664
 La Plata County            |   2000 | 0.8993798183752015 |   0.8810084652830938 | 1.7534705335284047 |   1.7452349753225773
 La Porte County            |   2000 | 1.0115605872780833 |   0.9829665145586142 |  1.998139921877398 |   1.7808173113404353
 La Salle Parish            |   2000 |  1.027079085959163 |   0.9200316306525613 | 3.0635859028091446 |   1.9284442314665247
 Laclede County             |   2000 |  0.856650481238707 |   0.8158360635335812 |  2.452767459624915 |   2.0206682868164587
 Lagrange County            |   2000 | 1.1486403152813953 |   0.8808487405136504 |  1.982045007847537 |   1.8824262088336552
 Lake and Peninsula Borough |   2000 |  1.178686944758252 |   1.0585191346796294 | 1.7776597404309078 |   1.5535519981641963
 Lamb County                |   2000 | 1.0126125710738938 |   0.8969537512384995 | 1.8883191058565287 |   1.7590366351416036
 Lanier County              |   2000 | 1.1893732278264788 |   1.0539854605841672 | 1.9763094685218197 |   1.7624607061253446
 Le Flore County            |   2000 | 0.9949259231336486 |   0.9668327214614818 |  2.434389931394928 |   1.8114291503226014
 Leon County                |   2000 | 1.1164681973064852 |   0.9432237932504252 | 1.9997248175790712 |   1.9112374422922453
 Licking County             |   2000 | 1.0286604889542883 |   0.9918956563831285 | 1.9014801224477595 |   1.6901507738279307
 Little River County        |   2000 | 0.8524119859790653 |    0.803550251754921 |  1.890394904088993 |    1.607187884172441
 Live Oak County            |   2000 | 1.1126877837484634 |   0.9319058096033289 |  2.023664685252099 |   1.9087226052254385
 Logan County               |   2000 | 0.9820718763748234 |   0.9506460240476027 | 1.8097447274813512 |   1.7977304935756244
 Lumpkin County             |   2000 | 0.9322736684757553 |   0.9075715401886499 |   1.95216980850935 |    1.950297462421244
 Mackinac County            |   2000 |   1.10075622502212 |   0.8652502416202794 | 2.0944805379702984 |    1.776282973724507
 Madison County             |   2000 | 0.9880587023221488 |   0.9503671212886596 | 1.9831399292680834 |    1.770239199944326
 Magoffin County            |   2000 |  1.081600140721007 |   0.9955667773260706 | 1.8150071398515892 |   1.7760306488184272
 Malheur County             |   2000 | 0.9655887149513629 |   0.8078304662378294 | 1.9419432517227673 |   1.6751375052187902
 Manistee County            |   2000 | 0.9354618081528432 |   0.8931434070896438 |   2.17545843745917 |    1.667411001262959
 Marathon County            |   2000 | 0.9880347638682784 |   0.9372043702994148 | 1.8399481180292787 |   1.6968434881194319
 Marin County               |   2000 | 0.9139322011190224 |   0.9135917781860666 | 1.9878206284192768 |      1.8919956512976
 Marion County              |   2000 | 0.9335685312280666 |   0.9060604349806599 |  2.021965582287961 |   1.9508359250087794
 Martin County              |   2000 | 1.0029323533907966 |    0.958347449086961 | 1.8863082000061382 |   1.8101254183295847
 Mason County               |   2000 | 0.9945046194687523 |   0.9603991027834808 |   1.85298256927917 |   1.8311280569454198
 Matagorda County           |   2000 | 0.9228823336166607 |   0.8139537852531666 |  1.961910499843909 |   1.8798619562551986
 Matanuska-Susitna Borough  |   2000 | 0.8532219351324435 |   0.8470586519201702 | 1.9040721968140908 |   1.6460595449973856
 McClain County             |   2000 | 1.1231772721044915 |   0.9400754874071074 |  2.209489662770639 |   1.4791415466337055
 McDowell County            |   2000 |  1.074432830135314 |   0.9514478261951151 | 2.0508918287124835 |   1.8633933042230382
 McLennan County            |   2000 | 1.0572217186581747 |   0.8709185717049281 | 1.6926711345699847 |   1.6412899904698741
 Mecklenburg County         |   2000 | 1.0615885245847003 |   0.8489329425772068 |  2.163109131289761 |   1.8012468936290011
 Merrick County             |   2000 | 0.9009836137951454 |   0.8526861183480571 | 2.1894222418493534 |   1.9214783892507628
 Milam County               |   2000 |  1.288269857212135 |   0.8467543696260331 |  1.933819945985692 |   1.8051269385257205
 Mills County               |   2000 | 1.0950800818017397 |   1.0126913065680034 | 1.9461017262678917 |   1.8653704477225344
 Mono County                |   2000 | 1.0599880975397462 |   0.8987097061734258 |  1.564830873638544 |   1.4502975952305752
 Monona County              |   2000 | 0.9752374475081487 |   0.9608134453721969 | 1.8088861763208701 |   1.8052307080171015
 Montezuma County           |   2000 | 0.9275471845874297 |   0.8451697158570081 |   2.18434961300022 |   1.7711470142822032
 Montgomery County          |   2000 | 0.9429057693003681 |   0.9168150911687009 | 1.9151712306155357 |   1.9034550251097524
 Montrose County            |   2000 | 1.1633534736282287 |   1.0694473977143037 | 1.8179138176037566 |   1.7698767396002404
 Morrill County             |   2000 | 1.1023565471718428 |   1.0729795948533123 | 1.9134470626113769 |    1.898092893452047
 Morrow County              |   2000 | 0.9958736490404559 |   0.9608541683136727 | 2.0536742494918494 |   1.8539953065256287
 Moultrie County            |   2000 | 0.9834362676274918 |   0.9061890110181062 | 2.2367098125859592 |   1.8472201964222477
 Mower County               |   2000 | 0.9351924535164712 |   0.9180154012030279 |  1.924718844834084 |    1.788591596040939
 Murray County              |   2000 | 1.1741174992554764 |   0.8548605773905378 | 1.9826906633968782 |   1.9540488573800143
 Nance County               |   2000 |  0.838025312533122 |   0.8305445838290567 | 2.4027427706118534 |   1.7391408517467977
 Navarro County             |   2000 | 1.0848996738004946 |   0.9124995991601381 | 1.5587201000195234 |   1.5356021445847172
 Nemaha County              |   2000 | 1.0265702713376559 |   0.9648882595187778 | 2.1544227614228166 |    1.828041495523518
 New Hanover County         |   2000 | 1.0307128349224723 |   0.9499099326325338 | 2.1787057507851957 |   1.8690609958991924
 New Kent County            |   2000 | 1.0694950435820196 |    1.018314012711347 |  2.123853686139096 |   1.6194251611929165
 New Madrid County          |   2000 | 1.2096941794335836 |   0.8818069070129905 |  2.171292926204099 |   1.9551999046054203
 Newberry County            |   2000 | 1.0263291651150517 |   0.8706446011919121 | 2.1414916827561323 |   1.8516193603646778
 Newport County             |   2000 | 0.8203025463261611 |   0.7551130203607632 | 2.4683043235801723 |    2.177223354588078
 Nicholas County            |   2000 | 0.9944287463633251 |   0.9052574815232343 |  1.832158455187698 |   1.7601113787123988
 Nolan County               |   2000 | 1.0784377099338769 |   1.0255757241592365 | 1.7557971575154756 |   1.6978010943148303
 Norton city                |   2000 | 0.8172179038623109 |   0.7640637612575004 | 2.6147603919107443 |   1.9247596360526875
 Nowata County              |   2000 | 0.9971796488823006 |   0.9566029368766975 | 1.9430745047844822 |   1.9116029918085804
 Nueces County              |   2000 | 1.0369977470633662 |   0.8430655894671388 |   2.11602311216315 |   1.8527861283032387
 Oceana County              |   2000 | 1.3822589969903571 |   0.8172813007028931 |  2.108211549313823 |   1.8881553109180704
 Ogle County                |   2000 | 1.1833455414824943 |   0.9801914190516161 | 1.7618533110039933 |   1.5798541267158952
 Okanogan County            |   2000 | 0.9479981547884905 |    0.775924204485409 | 2.5219838798259797 |   2.2899337711394487
 Okeechobee County          |   2000 | 1.2462826092374935 |   0.9561536389647372 |  1.827977615961666 |    1.738097419794406
 Onondaga County            |   2000 | 1.0775391174928708 |   0.9542065585955493 | 1.9897203458062187 |   1.6467760131741718
 Orange County              |   2000 | 0.9411588302936422 |   0.9244010812876147 | 2.0090369298461925 |   1.8503070798886136
 Orleans Parish             |   2000 |  1.104133004121399 |   0.9687869198056873 | 1.9002003901851972 |   1.7955817006738697
 Owsley County              |   2000 | 1.1661953241072904 |   0.8372583149264988 | 1.8484147622978337 |    1.735598460842335
 Owyhee County              |   2000 | 1.0339947592161947 |   0.9885127117291378 | 2.0041763990522505 |    2.001491448729065
 Page County                |   2000 | 1.0065975007401011 |   0.9554853832422673 | 2.0424443242263433 |   1.8965961599823868
 Parke County               |   2000 | 0.8307673395569175 |   0.8093297437295858 |  2.255112695027776 |   1.9108241430940773
 Passaic County             |   2000 | 1.0171744779962868 |   0.8739593627288136 | 2.2520084521441017 |   2.0193101205421096
 Peach County               |   2000 |  1.077614498404442 |   0.9838646584770463 | 1.9893332806013304 |    1.828755392935819
 Pennington County          |   2000 | 1.1986727619177613 |   1.0532973029302424 | 1.6234959376918667 |   1.5371720910692284
 Perquimans County          |   2000 | 0.9478231823046379 |   0.8680682314878073 |  2.536853898036075 |    1.968801933671045
 Perry County               |   2000 |  1.015406548641166 |   0.9104399153301976 |  1.996063351985569 |   1.8879829406934345
 Pitkin County              |   2000 | 0.8898654856454893 |    0.828130845000772 | 2.1156869977619395 |   1.9608234504266702
 Plaquemines Parish         |   2000 | 1.4718338238618418 |   0.9587969844353461 | 1.9238932226806944 |   1.7954320039170404
 Pointe Coupee Parish       |   2000 | 1.4583454541081409 |   0.9089351220572656 | 1.7791790957962677 |    1.724270769952162
 Poweshiek County           |   2000 | 1.1107526575674704 |   0.9575243824887752 | 2.0195472033577455 |    1.651318077598335
 Prince Edward County       |   2000 | 1.0969778264711876 |   0.9246895295581375 | 1.8718310517315313 |    1.664192299442481
 Ramsey County              |   2000 | 0.9217644988284117 |   0.9059424559284847 | 2.4452321767516927 |   1.9131094729169869
 Randall County             |   2000 | 0.9768389072048554 |   0.8490129988066973 |  2.053739047301621 |    1.966146409889195
 Rapides Parish             |   2000 | 1.1508008793225586 |   0.8207421062108646 | 1.8744278583680611 |   1.7549052989594518
 Rappahannock County        |   2000 | 0.9806758480168103 |   0.9374980111284404 | 1.9786663812686465 |   1.8455931724478685
 Rawlins County             |   2000 | 1.1488612962826572 |   0.9053557277445916 | 2.1032481576453406 |     1.83062944863224
 Ray County                 |   2000 | 1.2170557145402177 |   1.1461524745379315 | 1.5697006119747807 |   1.5308141502069956
 Real County                |   2000 | 1.0059388533132376 |   0.8510938565388515 |  2.182965473713335 |   1.9306393370852508
 Red River Parish           |   2000 |  0.947184583703733 |   0.8841135094653607 | 1.9687530393830026 |   1.7958269492916694
 Refugio County             |   2000 | 0.9306716473607455 |   0.9165375996435937 | 2.3842687169892582 |   1.8766530146463425
 Richland Parish            |   2000 | 1.0331744011415716 |   0.8977564341841339 | 2.0579855726816874 |    1.785719651176872
 Rio Grande County          |   2000 | 1.1062666835404757 |   1.0472394994512928 |  2.087342051267433 |   1.9004936444674456
 Ripley County              |   2000 | 1.0490368059224888 |   0.7758852961310967 | 2.0023117211622274 |   1.8384736537325008
 Rock County                |   2000 |  0.990690500047699 |   0.9531700429028113 | 1.8417117625033808 |   1.7663148837581122
 Rockdale County            |   2000 |  0.972267240886241 |   0.9028976207215567 | 2.4775392950956854 |   1.8105748246822861
 Roscommon County           |   2000 | 0.9729857220079134 |   0.8057057523900369 | 2.0348273508293744 |   1.9302349196835218
 Roseau County              |   2000 | 0.9074914899418023 |   0.9053393046920355 | 1.9185096311829326 |   1.7810828744062603
 Rusk County                |   2000 | 0.9491342347215808 |   0.9401972825163476 | 2.1540534072439663 |    1.839625139280811
 Sabine County              |   2000 |  1.159695534213665 |   0.9703813377280942 |  2.006047201130174 |    1.867467746488783
 Sacramento County          |   2000 |  1.100848990614756 |   0.9398587937109953 | 2.0495007518658346 |   1.9002753785584008
 Saluda County              |   2000 | 0.9013417866141253 |   0.8582112098537973 | 1.8689378040385474 |   1.7973126357073326
 San Patricio County        |   2000 | 0.7628339367645273 |    0.755769034998665 | 2.0952641044600138 |    2.048212552610757
 Sanborn County             |   2000 | 0.8267673366611662 |   0.7965550258149369 | 1.9737345583107355 |   1.9293826891662191
 Sangamon County            |   2000 | 1.2285099776719783 |   1.0718324616832782 |  1.848343135546435 |    1.624935792308803
 Saratoga County            |   2000 | 0.9049973691601183 |    0.858917981536048 |  2.214313725239106 |    1.884651099915144
 Sevier County              |   2000 | 1.0295954318285159 |    0.924405404216876 | 2.0643750371186136 |   1.8254052291334897
 Seward County              |   2000 | 1.0391597430069057 |   0.9781562131505255 | 1.6476964243557315 |    1.512905503682871
 Shackelford County         |   2000 | 0.9791034079507546 |   0.9502746649955452 | 2.3608965558383828 |   1.9113409304476474
 Shawano County             |   2000 | 1.0807684743873482 |   0.9448546876539036 | 1.9939203854500325 |   1.9910530958941965
 Smith County               |   2000 | 0.9797847743456156 |   0.9416924882445844 | 1.8227024971999566 |   1.7691552339275443
 Snyder County              |   2000 | 0.9490498869824694 |   0.9020182659769426 | 1.9715038612559557 |   1.7363480000384286
 Solano County              |   2000 | 1.1153549879443536 |   0.9271335272540367 |   2.23705195897021 |   1.7695123693854125
 Stanley County             |   2000 | 1.1373901918659446 |   0.9062503295154452 | 2.6340461688030405 |   1.8305259170317705
 Stevens County             |   2000 | 0.9982061827596868 |   0.9783364382206056 | 1.8625370847409868 |    1.786253617894462
 Stoddard County            |   2000 | 1.0955013132825588 |   1.0589641344806402 | 1.8066107796132873 |   1.7709394202910826
 Sumner County              |   2000 | 1.2203837609193289 |   1.0539262420810205 |  1.714675289375045 |   1.6528124264212536
 Swain County               |   2000 |  0.772147796170561 |   0.7292009892597628 |  2.422086926559511 |    2.109230320108999
 Sweet Grass County         |   2000 | 1.1109476590991927 |   0.8118165917792275 | 2.1473107437355528 |   1.8562399119142095
 Swift County               |   2000 | 1.1256916717280068 |   0.7906792778081626 |  1.942033983419335 |   1.8577894521048328
 Teller County              |   2000 | 0.9700684784824117 |   0.9679031311715398 | 2.1399613471998187 |   1.7967754192530574
 Tishomingo County          |   2000 | 1.0700598652707887 |   0.8190967237392457 |  2.122746805146092 |   1.9282632661720682
 Tooele County              |   2000 | 1.1670699539173632 |   1.0754857171644714 | 1.8965504944360203 |   1.5169508037529589
 Towns County               |   2000 | 1.1554893475698083 |    0.913573826615077 | 1.9702934102615517 |   1.8167748631428586
 Transylvania County        |   2000 | 1.2504915739956908 |   1.1379510301134996 | 1.8548106912559912 |   1.7112083176194175
 Treasure County            |   2000 | 1.0890119911283578 |   0.9531660073497007 |  2.205418840969558 |   1.9159833186660982
 Trigg County               |   2000 |  1.229476047019515 |   1.0035097188047661 | 1.6666670532832644 |   1.6648671852882289
 Tripp County               |   2000 |  1.094187194989404 |    1.041380849832333 |  2.134134678152522 |   1.7161686807052186
 Tulsa County               |   2000 |  1.069414042226442 |   0.9022619381958448 |  2.220267299971404 |   1.8804279777505537
 Tunica County              |   2000 |  1.002983975904042 |   0.7923641900555201 |  2.470984893931739 |   1.9081622168572585
 Ulster County              |   2000 |  0.933258957570793 |    0.899554931217977 | 1.9337076474947175 |     1.83933691661636
